,input,yields
https://www.seriouseats.com/recipes/2007/05/braised-carrots-with-carrot-top-salad-recipe-from-michel-richards-happy-in-the-kitchen.html,Pinch of granulated sugar,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/braised-carrots-with-carrot-top-salad-recipe-from-michel-richards-happy-in-the-kitchen.html,Fine sea salt and freshly ground black pepper,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/chocolate-popcorn-and-chocloate-grape-recipe-michel-richard.html,"12 cups freshly popped popcorn, at room temperature",12 serving(s)
https://www.seriouseats.com/recipes/2007/05/chocolate-popcorn-and-chocloate-grape-recipe-michel-richard.html,"10 ounces 60 percent semisweet chocolate, melted, at body temperature",12 serving(s)
https://www.seriouseats.com/recipes/2007/05/chocolate-popcorn-and-chocloate-grape-recipe-michel-richard.html,1/2 cup plus 1 tablespoon unsweetened cocoa powder,12 serving(s)
https://www.seriouseats.com/recipes/2007/05/chocolate-popcorn-and-chocloate-grape-recipe-michel-richard.html,2 tablespoons chopped pistachio nuts (optional),12 serving(s)
https://www.seriouseats.com/recipes/2007/05/chocolate-popcorn-and-chocloate-grape-recipe-michel-richard.html,"1 pound cold firm seedless grapes, stems removed",12 serving(s)
https://www.seriouseats.com/recipes/2007/05/chocolate-popcorn-and-chocloate-grape-recipe-michel-richard.html,"4 ounces 60 percent semisweet chocolate, melted, at body temperature",12 serving(s)
https://www.seriouseats.com/recipes/2007/05/chocolate-popcorn-and-chocloate-grape-recipe-michel-richard.html,1 to 2 tablespoons unsweetened cocoa powder,12 serving(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-asian-lamb-chops.html,3 tablespoons dark sesame oil,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-asian-lamb-chops.html,"6 thick shoulder-cut lamb chops, trimmed of excess fat",
https://www.seriouseats.com/recipes/2007/05/cook-the-book-asian-lamb-chops.html,3/4 cup finely chopped yellow onion,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-asian-lamb-chops.html,"3 garlic cloves, peeled and minced",
https://www.seriouseats.com/recipes/2007/05/cook-the-book-asian-lamb-chops.html,3 tablespoons soy sauce,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-asian-lamb-chops.html,3 tablespoons chile paste,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-asian-lamb-chops.html,3/4 cup tart orange marmalade,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-asian-lamb-chops.html,1 1/2 tablespoons rice wine vinegar,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-asian-lamb-chops.html,1 tablespoon minced fresh ginger,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,1 package (2 1/4 teaspoons) active dry yeast,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,1/2 cup warm water,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,3 1/2 cup warm water,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,3/4 cup sugar,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,Scant teaspoon salt,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,"2 large eggs, separated (reserve the whites in the refrigerator for assembly)",
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,"3 tablespoons unsalted butter, softened",
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,1/2 gallon peanut or vegetable oil for frying,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,For the Filling,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,2 tablespoons sugar,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,1 cup water,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,Juice of 1 lemon,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-farmers-market-p.html,2 quarts hulled strawberries or other fresh berries,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-jalapeno-cheese.html,2 pounds russet potatoes,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-jalapeno-cheese.html,2 1/2 cups peanut oil,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-jalapeno-cheese.html,"2 jalapeños, seeded and sliced",4 serving(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-jalapeno-cheese.html,"1 onion, sliced",4 serving(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-jalapeno-cheese.html,Salt,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-jalapeno-cheese.html,"1 cup Chile con Queso (recipe follows), or sub in one 15-ounce jar of Cheez Whiz",4 serving(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-jalapeno-cheese.html,1/4 cup pickled jalapeño slices,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-jalapeno-cheese.html,"1 pound Velveeta cheese, cut into 1-inch cubes",4 serving(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-jalapeno-cheese.html,1 can Ro-tel tomatoes,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lazy-mans-ersatz.html,1/2 gallon peanut or vegetable oil for frying,12 item(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lazy-mans-ersatz.html,1 10-pack cylinder canned biscuit dough,12 item(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lazy-mans-ersatz.html,1 tablespoon ground cinnamon,12 item(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lazy-mans-ersatz.html,1/4 cup sugar,12 item(s)
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lemon-chicken.html,"2 chickens (2 1/2 pounds each), cut into quarters",
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lemon-chicken.html,2 cups fresh lemon juice,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lemon-chicken.html,2 cups unbleached all-purpose flour,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lemon-chicken.html,2 teaspoons salt,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lemon-chicken.html,2 tablespoons paprika,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lemon-chicken.html,1 teaspoon freshly ground black pepper,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lemon-chicken.html,1/2 cup corn oil,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lemon-chicken.html,2 tablespoons grated lemon zest,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lemon-chicken.html,1/4 cup brown sugar,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lemon-chicken.html,1/4 cup low-sodium chicken stock,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-lemon-chicken.html,2 lemons sliced paper-thin,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,1 2/3 cups all-purpose flour,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,1/2 cup barley flour,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,1/4 cup sugar,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,2 teaspoons baking powder,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,1/4 teaspoon baking soda,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,1/4 teaspoon salt,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,"2/3 cup buttermilk, at room temperature",
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,"1 large egg, at room temperature",
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,"1 tablespoon unsalted butter, melted and cooled slightly",
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,1 teaspoon vanilla extract,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,1/2 gallon vegetable oil for frying,
https://www.seriouseats.com/recipes/2007/05/cook-the-book-picayune-beignet.html,Powdered sugar for sprinkling,
https://www.seriouseats.com/recipes/2007/05/dutch-oven-scalloped-potatoes-recipe.html,"2 pounds potatoes, scrubbed",
https://www.seriouseats.com/recipes/2007/05/dutch-oven-scalloped-potatoes-recipe.html,3 tablespoons butter,
https://www.seriouseats.com/recipes/2007/05/dutch-oven-scalloped-potatoes-recipe.html,1 1/2 cups grated Cheddar or Monterey Jack cheese,
https://www.seriouseats.com/recipes/2007/05/dutch-oven-scalloped-potatoes-recipe.html,Salt and freshly ground black pepper,
https://www.seriouseats.com/recipes/2007/05/dutch-oven-scalloped-potatoes-recipe.html,"1/2 large onion, thinly sliced",
https://www.seriouseats.com/recipes/2007/05/dutch-oven-scalloped-potatoes-recipe.html,2 cups milk,
https://www.seriouseats.com/recipes/2007/05/ginger-candied-carrots-recipe.html,"12 medium-size carrots, peeled and cut into 1-inch lengths",
https://www.seriouseats.com/recipes/2007/05/ginger-candied-carrots-recipe.html,"4 tablespoons (1/2 stick) unsalted butter, melted",
https://www.seriouseats.com/recipes/2007/05/ginger-candied-carrots-recipe.html,1/4 cup light brown sugar,
https://www.seriouseats.com/recipes/2007/05/ginger-candied-carrots-recipe.html,1 1/2 teaspoons ground ginger,
https://www.seriouseats.com/recipes/2007/05/ginger-candied-carrots-recipe.html,1/2 teaspoon caraway seeds,
https://www.seriouseats.com/recipes/2007/05/grady-spears-dr-pepper-marinated-tenderloin.html,Beef Tenderloin,
https://www.seriouseats.com/recipes/2007/05/grady-spears-dr-pepper-marinated-tenderloin.html,1 liter Dr Pepper (not diet!),
https://www.seriouseats.com/recipes/2007/05/grady-spears-dr-pepper-marinated-tenderloin.html,1/2 cup soy sauce,
https://www.seriouseats.com/recipes/2007/05/grady-spears-dr-pepper-marinated-tenderloin.html,Juice of 3 lemons,
https://www.seriouseats.com/recipes/2007/05/grady-spears-dr-pepper-marinated-tenderloin.html,1 tablespoon peppercorns,
https://www.seriouseats.com/recipes/2007/05/grady-spears-dr-pepper-marinated-tenderloin.html,1 tablespoon coarse salt,
https://www.seriouseats.com/recipes/2007/05/grady-spears-dr-pepper-marinated-tenderloin.html,"3 garlic cloves, crushed",
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,One 4-pound bone-in chuck roast,
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,1 tablespoon salt,
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,1 teaspoon freshly ground black pepper,
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,"2 garlic cloves, cut in slivers",
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,2 tablespoons vegetable oil,
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,"2 onions, coarsely chopped",
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,1 cup beef broth,
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,1 cup tomato sauce,
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,1 teaspoon dried Mexican oregano,
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,1/2 teaspoon ground cumin,
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,"2 ancho chiles, seeded",
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,"2 pasilla chiles, seeded (optional)",
https://www.seriouseats.com/recipes/2007/05/mexican-pot-roast-recipe.html,"12 flour tortillas, warmed",
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,2 racks baby back ribs (about 2 pounds each),4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,"1/3 cup fine sea salt, plus additional for sprinkling",4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,1 large leek,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,5 star anise,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,2 teaspoons chile flakes,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,2 teaspoons black peppercorns,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,"8 thyme sprigs, plus 2 teaspoons thyme leaves",4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,2 cups 1-inch chunks onion (about 1/2 large),4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,2 cups 1-inch chunks carrots (about 4 large),4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,1 1/2 cups honey,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,1 cup red wine vinegar,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,Cayenne pepper,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richard-thyme-glazed-baby-back-ribs-recipe.html,Freshly ground black pepper,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,"12 to 14 ounces boneless, skinless chicken breasts (about 2 halves), trimmed of all fat and sinew",4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,Fine sea salt and freshly ground black pepper,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,5 tablespoons mayonnaise,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,3 tablespoons extra virgin olive oil,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,1/3 cup minced shallots,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,1/4 cup minced chives,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,2 tablespoons fresh lemon or lime juice,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,"4 boquerones anchovies, minced",4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,"2 tablespoons drained nonpareil capers, chopped",4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,"1 garlic clove, grated on a rasp (or finely minced)",4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,1 tablespoon Dijon mustard,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,1 tablespoon soy sauce,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,1 teaspoon grated fresh ginger,4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-chicken-salad-recipe.html,"5 drops Tabasco sauce, or to taste",4 serving(s)
https://www.seriouseats.com/recipes/2007/05/michel-richards-very-french-fries-recipe.html,"1 large (about 12 ounces) baking potato per person, peeled",
https://www.seriouseats.com/recipes/2007/05/michel-richards-very-french-fries-recipe.html,"Peanut or canola oil, for deep-frying",
https://www.seriouseats.com/recipes/2007/05/michel-richards-very-french-fries-recipe.html,Fleur de sel,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,For the filling,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,"6 cups peeled, sliced peaches (about 8)",
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,3/4 cup granulated sugar,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,3/4 cup brown sugar,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,1/4 teaspoon grated nutmeg,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,1/8 teaspoon salt,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,1/2 teaspoon ground cinnamon,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,2 teaspoons fresh lemon juice,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,3 tablespoons butter,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,1/4 cup all-purpose flour,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,For the dough,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,6 cups all-purpose flour,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,2 teaspoons salt,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,2 cups Crisco,
https://www.seriouseats.com/recipes/2007/05/paige-denisons-deep-dish-peach-cobbler-recipe.html,2 eggs,
https://www.seriouseats.com/recipes/2007/05/silver-palate-tomato-montrachet-basil-summer-salad-recipe.html,6 large ripe tomatoes,
https://www.seriouseats.com/recipes/2007/05/silver-palate-tomato-montrachet-basil-summer-salad-recipe.html,1 medium red onion,
https://www.seriouseats.com/recipes/2007/05/silver-palate-tomato-montrachet-basil-summer-salad-recipe.html,1/4 cup Basil Purée (recipe follows),
https://www.seriouseats.com/recipes/2007/05/silver-palate-tomato-montrachet-basil-summer-salad-recipe.html,1/4 cup niçoise or other imported black olives,
https://www.seriouseats.com/recipes/2007/05/silver-palate-tomato-montrachet-basil-summer-salad-recipe.html,1 tablespoon chopped flat-leaf parsley,
https://www.seriouseats.com/recipes/2007/05/silver-palate-tomato-montrachet-basil-summer-salad-recipe.html,1/4 cup best-quality olive oil,
https://www.seriouseats.com/recipes/2007/05/silver-palate-tomato-montrachet-basil-summer-salad-recipe.html,Dash of red wine vinegar,
https://www.seriouseats.com/recipes/2007/05/silver-palate-tomato-montrachet-basil-summer-salad-recipe.html,"Salt and freshly ground black pepper, to taste",
https://www.seriouseats.com/recipes/2007/05/silver-palate-tomato-montrachet-basil-summer-salad-recipe.html,1/2 Montrachet cheese or 6 ounces of other mild creamy chèvre,
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,For the cornbread,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,1 tablespoon vegetable oil,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,2 large eggs,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,3 cups buttermilk,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,2 cups yellow cornmeal,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,1 teaspoon baking soda,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,1 teaspoon baking powder,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,"1 teaspoon kosher salt, finely ground",8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,1 can (4 ounces) chopped jalapeño peppers,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,For the salad,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,1 package (1 ounce) ranch-style salad dressing mix,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,1 container (8 ounces) sour cream,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,1 cup mayonnaise,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,"3 large tomatoes, chopped",8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,1/2 cup chopped green bell pepper,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,1/2 cup chopped scallions,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,"2 cans (16 ounces each) pinto beans, drained and rinsed",8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,3 cups shredded cheddar cheese,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,"1 can (15 ounces) corn, drained",8 serving(s)
https://www.seriouseats.com/recipes/2007/06/carolyn-mclemores-cornbread-salad-recipe.html,"1 pound bacon, cooked until crisp and crumbled",8 serving(s)
https://www.seriouseats.com/recipes/2007/06/classic-maine-lobster-rolls-recipe-by-jasper-white.html,4 New England–style hot dog buns,4 serving(s)
https://www.seriouseats.com/recipes/2007/06/classic-maine-lobster-rolls-recipe-by-jasper-white.html,"4 tablespoons unsalted butter, softened",4 serving(s)
https://www.seriouseats.com/recipes/2007/06/classic-maine-lobster-rolls-recipe-by-jasper-white.html,"4 Boston or Bibb lettuce leaves, washed and dried",4 serving(s)
https://www.seriouseats.com/recipes/2007/06/classic-maine-lobster-rolls-recipe-by-jasper-white.html,Lobster Salad (recipe follows),4 serving(s)
https://www.seriouseats.com/recipes/2007/06/classic-maine-lobster-rolls-recipe-by-jasper-white.html,4 dill pickle spears,4 serving(s)
https://www.seriouseats.com/recipes/2007/06/classic-maine-lobster-rolls-recipe-by-jasper-white.html,Potato chips,4 serving(s)
https://www.seriouseats.com/recipes/2007/06/classic-maine-lobster-rolls-recipe-by-jasper-white.html,1 pound cooked lobster meat or 5 pounds live lobsters,4 serving(s)
https://www.seriouseats.com/recipes/2007/06/classic-maine-lobster-rolls-recipe-by-jasper-white.html,"1 small to medium cucumber (4 to 5 ounces), peeled, seeded, and cut into 1/4-inch dice",4 serving(s)
https://www.seriouseats.com/recipes/2007/06/classic-maine-lobster-rolls-recipe-by-jasper-white.html,"2 or 3 small scallions, trimmed and thinly sliced",4 serving(s)
https://www.seriouseats.com/recipes/2007/06/classic-maine-lobster-rolls-recipe-by-jasper-white.html,Freshly ground black pepper,4 serving(s)
https://www.seriouseats.com/recipes/2007/06/classic-maine-lobster-rolls-recipe-by-jasper-white.html,"Kosher or sea salt, if needed",4 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,4 racks of ribs (about 2 pounds each),8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,Magic Dust (recipe follows),8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,4 cups apple juice in a spray bottle,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,Apple City Barbecue Sauce (recipe follows),8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/2 cup paprika,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/4 cup kosher salt,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/4 cup sugar,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,2 tablespoons mustard powder,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/4 cup chili powder,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/4 cup ground cumin,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,2 tablespoons black pepper,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/4 granulated garlic,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,2 tablespoons cayenne,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1 cup ketchup,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,2/3 cup seasoned rice vinegar,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/2 cup apple juice or cider,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/4 cup apple cider vinegar,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/2 cup packed brown sugar,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/4 cup soy sauce or Worcestershire sauce,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,2 teaspoons prepared yellow mustard,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,3/4 teaspoon garlic powder,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/3 teaspoon ground white pepper,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/4 teaspoon cayenne,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,"1/3 cup bacon bits, ground in a spice grinder",8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/3 cup peeled and grated apple,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,1/3 cup grated onion,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-city-barbe.html,2 teaspoons grated green bell pepper,8 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-fritters.html,2 teaspoons (0.6 ounce) packed fresh yeast or 2 1/4 teaspoons active dry yeast,20 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-fritters.html,2/3 cup whole milk,20 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-fritters.html,3 1/4 cups plus 2 tablespoons unbleached pastry flour or unbleached all-purpose flour,20 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-fritters.html,4 extra-large egg yolks,20 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-fritters.html,1/2 cup granulated sugar,20 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-fritters.html,1/3 cup sparkling apple cider,20 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-fritters.html,"1/2 stick (2 ounces) unsalted butter, melted",20 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-fritters.html,1 teaspoon kosher salt,20 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-fritters.html,1/2 teaspoon ground cinnamon,20 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-fritters.html,1 tablespoon pure vanilla extract,20 serving(s)
https://www.seriouseats.com/recipes/2007/06/cook-the-book-apple-fritters.html,For the apples,20 serving(s)
